accession	gene_id	status
P03289	ENSG00003289	reviewed
P03290	ENSG00003290	reviewed
P03291	ENSG00003291	reviewed
P03292	ENSG00003292	reviewed
P03293	ENSG00003293	reviewed
P03294	ENSG00003294	reviewed
P03295	ENSG00003295	reviewed
P03296	ENSG00003296	reviewed
P03297	ENSG00003297	reviewed
P03298	ENSG00003298	reviewed
P03299	ENSG00003299	reviewed
P03300	ENSG00003300	reviewed
P03301	ENSG00003301	reviewed
P03302	ENSG00003302	reviewed
P03303	ENSG00003303	reviewed
P03304	ENSG00003304	reviewed
P03305	ENSG00003305	reviewed
P03306	ENSG00003306	reviewed
P03307	ENSG00003307	reviewed
P03308	ENSG00003308	reviewed
P03309	ENSG00003309	reviewed
P03310	ENSG00003310	reviewed
P03311	ENSG00003311	reviewed
P03312	ENSG00003312	reviewed
P03313	ENSG00003313	reviewed
P03314	ENSG00003314	reviewed
P03315	ENSG00003315	reviewed
P03316	ENSG00003316	reviewed
P03317	ENSG00003317	reviewed
P03318	ENSG00003318	reviewed
P03319	ENSG00003319	reviewed
P03320	ENSG00003320	reviewed
P03321	ENSG00003321	reviewed
P03322	ENSG00003322	reviewed
P03323	ENSG00003323	reviewed
P03324	ENSG00003324	reviewed
P03325	ENSG00003325	reviewed
P03326	ENSG00003326	reviewed
P03327	ENSG00003327	reviewed
P03328	ENSG00003328	reviewed
P03329	ENSG00003329	reviewed
P03330	ENSG00003330	reviewed
P03331	ENSG00003331	reviewed
P03332	ENSG00003332	reviewed
P03333	ENSG00003333	reviewed
P03334	ENSG00003334	reviewed
P03335	ENSG00003335	reviewed
P03336	ENSG00003336	reviewed
P03337	ENSG00003337	reviewed
P03338	ENSG00003338	reviewed
P03339	ENSG00003339	reviewed
P03340	ENSG00003340	reviewed
P03341	ENSG00003341	reviewed
P03342	ENSG00003342	reviewed
P03343	ENSG00003343	reviewed
P03344	ENSG00003344	reviewed
P03345	ENSG00003345	reviewed
P03346	ENSG00003346	reviewed
P03347	ENSG00003347	reviewed
P03348	ENSG00003348	reviewed
P03349	ENSG00003349	reviewed
P03350	ENSG00003350	reviewed
P03351	ENSG00003351	reviewed
P03352	ENSG00003352	reviewed
P03353	ENSG00003353	reviewed
P03354	ENSG00003354	reviewed
P03355	ENSG00003355	reviewed
P03356	ENSG00003356	reviewed
P03357	ENSG00003357	reviewed
P03358	ENSG00003358	reviewed
P03359	ENSG00003359	reviewed
P03360	ENSG00003360	reviewed
P03361	ENSG00003361	reviewed
P03362	ENSG00003362	reviewed
P03363	ENSG00003363	reviewed
P03364	ENSG00003364	reviewed
P03365	ENSG00003365	reviewed
P03366	ENSG00003366	reviewed
P03367	ENSG00003367	reviewed
P03368	ENSG00003368	reviewed
P03369	ENSG00003369	reviewed
P03370	ENSG00003370	reviewed
P03371	ENSG00003371	reviewed
P03372	ENSG00003372	reviewed
P03373	ENSG00003373	reviewed
P03374	ENSG00003374	reviewed
P03375	ENSG00003375	reviewed
P03376	ENSG00003376	reviewed
P03377	ENSG00003377	reviewed
P03378	ENSG00003378	reviewed
P03379	ENSG00003379	reviewed
P03380	ENSG00003380	reviewed
P03381	ENSG00003381	reviewed
P03382	ENSG00003382	reviewed
P03383	ENSG00003383	reviewed
P03384	ENSG00003384	reviewed
P03385	ENSG00003385	reviewed
P03386	ENSG00003386	reviewed
P03387	ENSG00003387	reviewed
P03388	ENSG00003388	reviewed
P03389	ENSG00003389	reviewed
P03390	ENSG00003390	reviewed
P03391	ENSG00003391	reviewed
P03392	ENSG00003392	reviewed
P03393	ENSG00003393	reviewed
P03394	ENSG00003394	reviewed
P03395	ENSG00003395	reviewed
P03396	ENSG00003396	reviewed
P03397	ENSG00003397	reviewed
P03398	ENSG00003398	reviewed
P03399	ENSG00003399	reviewed
P03400	ENSG00003400	reviewed
P03401	ENSG00003401	reviewed
P03402	ENSG00003402	reviewed
P03403	ENSG00003403	reviewed
P03404	ENSG00003404	reviewed
P03405	ENSG00003405	reviewed
P03406	ENSG00003406	reviewed
P03407	ENSG00003407	reviewed
P03408	ENSG00003408	reviewed
P03409	ENSG00003409	reviewed
P03410	ENSG00003410	reviewed
P03411	ENSG00003411	reviewed
P03412	ENSG00003412	reviewed
P03413	ENSG00003413	reviewed
P03414	ENSG00003414	reviewed
P03415	ENSG00003415	reviewed
P03416	ENSG00003416	reviewed
P03417	ENSG00003417	reviewed
P03418	ENSG00003418	reviewed
P03419	ENSG00003419	reviewed
P03420	ENSG00003420	reviewed
P03421	ENSG00003421	reviewed
P03422	ENSG00003422	reviewed
P03423	ENSG00003423	reviewed
P03424	ENSG00003424	reviewed
P03425	ENSG00003425	reviewed
P03426	ENSG00003426	reviewed
P03427	ENSG00003427	reviewed
P03428	ENSG00003428	reviewed
P03429	ENSG00003429	reviewed
P03430	ENSG00003430	reviewed
P03431	ENSG00003431	reviewed
P03432	ENSG00003432	reviewed
P03433	ENSG00003433	reviewed
P03434	ENSG00003434	reviewed
P03435	ENSG00003435	reviewed
P03436	ENSG00003436	reviewed
P03437	ENSG00003437	reviewed
P03438	ENSG00003438	reviewed
P03439	ENSG00003439	reviewed
P03440	ENSG00003440	reviewed
P03441	ENSG00003441	reviewed
P03442	ENSG00003442	reviewed
P03443	ENSG00003443	reviewed
P03444	ENSG00003444	reviewed
P03445	ENSG00003445	reviewed
P03446	ENSG00003446	reviewed
P03447	ENSG00003447	reviewed
P03448	ENSG00003448	reviewed
P03449	ENSG00003449	reviewed
P03450	ENSG00003450	reviewed
P03451	ENSG00003451	reviewed
P03452	ENSG00003452	reviewed
P03453	ENSG00003453	reviewed
P03454	ENSG00003454	reviewed
P03455	ENSG00003455	reviewed
P03456	ENSG00003456	reviewed
P03457	ENSG00003457	reviewed
P03458	ENSG00003458	reviewed
P03459	ENSG00003459	reviewed
P03460	ENSG00003460	reviewed
P03461	ENSG00003461	reviewed
P03462	ENSG00003462	reviewed
P03463	ENSG00003463	reviewed
P03464	ENSG00003464	reviewed
P03465	ENSG00003465	reviewed
P03466	ENSG00003466	reviewed
P03467	ENSG00003467	reviewed
P03468	ENSG00003468	reviewed
P03469	ENSG00003469	reviewed
P03470	ENSG00003470	reviewed
P03471	ENSG00003471	reviewed
P03472	ENSG00003472	reviewed
P03473	ENSG00003473	reviewed
P03474	ENSG00003474	reviewed
P03475	ENSG00003475	reviewed
P03476	ENSG00003476	reviewed
P03477	ENSG00003477	reviewed
P03478	ENSG00003478	reviewed
P03479	ENSG00003479	reviewed
P03480	ENSG00003480	reviewed
P03481	ENSG00003481	reviewed
P03482	ENSG00003482	reviewed
P03483	ENSG00003483	reviewed
P03484	ENSG00003484	reviewed
P03485	ENSG00003485	reviewed
P03486	ENSG00003486	reviewed
P03487	ENSG00003487	reviewed
P03488	ENSG00003488	reviewed
P03489	ENSG00003489	reviewed
P03490	ENSG00003490	reviewed
P03491	ENSG00003491	reviewed
P03492	ENSG00003492	reviewed
P03493	ENSG00003493	reviewed
P03494	ENSG00003494	reviewed
P03495	ENSG00003495	reviewed
P03496	ENSG00003496	reviewed
P03497	ENSG00003497	reviewed
P03498	ENSG00003498	reviewed
P03499	ENSG00003499	reviewed
P03500	ENSG00003500	reviewed
P03501	ENSG00003501	reviewed
P03502	ENSG00003502	reviewed
P03503	ENSG00003503	reviewed
P03504	ENSG00003504	reviewed
P03505	ENSG00003505	reviewed
P03506	ENSG00003506	reviewed
P03507	ENSG00003507	reviewed
P03508	ENSG00003508	reviewed
P03509	ENSG00003509	reviewed
P03510	ENSG00003510	reviewed
P03511	ENSG00003511	reviewed
P03512	ENSG00003512	reviewed
P03513	ENSG00003513	reviewed
P03514	ENSG00003514	reviewed
P03515	ENSG00003515	reviewed
P03516	ENSG00003516	reviewed
P03517	ENSG00003517	reviewed
P03518	ENSG00003518	reviewed
P03519	ENSG00003519	reviewed
P03520	ENSG00003520	reviewed
P03521	ENSG00003521	reviewed
P03522	ENSG00003522	reviewed
P03523	ENSG00003523	reviewed
P03524	ENSG00003524	reviewed
P03525	ENSG00003525	reviewed
P03526	ENSG00003526	reviewed
P03527	ENSG00003527	reviewed
P03528	ENSG00003528	reviewed
P03529	ENSG00003529	reviewed
P03530	ENSG00003530	reviewed
P03531	ENSG00003531	reviewed
P03532	ENSG00003532	reviewed
P03533	ENSG00003533	reviewed
P03534	ENSG00003534	reviewed
P03535	ENSG00003535	reviewed
P03536	ENSG00003536	reviewed
P03537	ENSG00003537	reviewed
P03538	ENSG00003538	reviewed
P03539	ENSG00003539	reviewed
P03540	ENSG00003540	reviewed
P03541	ENSG00003541	reviewed
P03542	ENSG00003542	reviewed
P03543	ENSG00003543	reviewed
P03544	ENSG00003544	reviewed
P03545	ENSG00003545	reviewed
P03546	ENSG00003546	reviewed
P03547	ENSG00003547	reviewed
P03548	ENSG00003548	reviewed
P03549	ENSG00003549	reviewed
P03550	ENSG00003550	reviewed
P03551	ENSG00003551	reviewed
P03552	ENSG00003552	reviewed
P03553	ENSG00003553	reviewed
P03554	ENSG00003554	reviewed
P03555	ENSG00003555	reviewed
P03556	ENSG00003556	reviewed
P03557	ENSG00003557	reviewed
P03558	ENSG00003558	reviewed
P03559	ENSG00003559	reviewed
P03560	ENSG00003560	reviewed
P03561	ENSG00003561	reviewed
P03562	ENSG00003562	reviewed
P03563	ENSG00003563	reviewed
P03564	ENSG00003564	reviewed
P03565	ENSG00003565	reviewed
P03566	ENSG00003566	reviewed
P03567	ENSG00003567	reviewed
P03568	ENSG00003568	reviewed
P03569	ENSG00003569	reviewed
P03570	ENSG00003570	reviewed
P03571	ENSG00003571	reviewed
P03572	ENSG00003572	reviewed
P03573	ENSG00003573	reviewed
P03574	ENSG00003574	reviewed
P03575	ENSG00003575	reviewed
P03576	ENSG00003576	reviewed
P03577	ENSG00003577	reviewed
P03578	ENSG00003578	reviewed
P03579	ENSG00003579	reviewed
P03580	ENSG00003580	reviewed
P03581	ENSG00003581	reviewed
P03582	ENSG00003582	reviewed
P03583	ENSG00003583	reviewed
P03584	ENSG00003584	reviewed
P03585	ENSG00003585	reviewed
P03586	ENSG00003586	reviewed
P03587	ENSG00003587	reviewed
P03588	ENSG00003588	reviewed
P03589	ENSG00003589	reviewed
P03590	ENSG00003590	reviewed
P03591	ENSG00003591	reviewed
P03592	ENSG00003592	reviewed
P03593	ENSG00003593	reviewed
P03594	ENSG00003594	reviewed
P03595	ENSG00003595	reviewed
P03596	ENSG00003596	reviewed
P03597	ENSG00003597	reviewed
P03598	ENSG00003598	reviewed
P03599	ENSG00003599	reviewed
P03600	ENSG00003600	reviewed
P03601	ENSG00003601	reviewed
P03602	ENSG00003602	reviewed
P03603	ENSG00003603	reviewed
P03604	ENSG00003604	reviewed
P03605	ENSG00003605	reviewed
P03606	ENSG00003606	reviewed
P03607	ENSG00003607	reviewed
P03608	ENSG00003608	reviewed
P03609	ENSG00003609	reviewed
P03610	ENSG00003610	reviewed
P03611	ENSG00003611	reviewed
P03612	ENSG00003612	reviewed
P03613	ENSG00003613	reviewed
P03614	ENSG00003614	reviewed
P03615	ENSG00003615	reviewed
P03616	ENSG00003616	reviewed
P03617	ENSG00003617	reviewed
P03618	ENSG00003618	reviewed
P03619	ENSG00003619	reviewed
P03620	ENSG00003620	reviewed
P03621	ENSG00003621	reviewed
P03622	ENSG00003622	reviewed
P03623	ENSG00003623	reviewed
P03624	ENSG00003624	reviewed
P03625	ENSG00003625	reviewed
P03626	ENSG00003626	reviewed
P03627	ENSG00003627	reviewed
P03628	ENSG00003628	reviewed
P03629	ENSG00003629	reviewed
P03630	ENSG00003630	reviewed
P03631	ENSG00003631	reviewed
P03632	ENSG00003632	reviewed
P03633	ENSG00003633	reviewed
P03634	ENSG00003634	reviewed
P03635	ENSG00003635	reviewed
P03636	ENSG00003636	reviewed
P03637	ENSG00003637	reviewed
P03638	ENSG00003638	reviewed
P03639	ENSG00003639	reviewed
P03640	ENSG00003640	reviewed
P03641	ENSG00003641	reviewed
P03642	ENSG00003642	reviewed
P03643	ENSG00003643	reviewed
P03644	ENSG00003644	reviewed
P03645	ENSG00003645	reviewed
P03646	ENSG00003646	reviewed
P03647	ENSG00003647	reviewed
P03648	ENSG00003648	reviewed
P03649	ENSG00003649	reviewed
P03650	ENSG00003650	reviewed
P03651	ENSG00003651	reviewed
P03652	ENSG00003652	reviewed
P03653	ENSG00003653	reviewed
P03654	ENSG00003654	reviewed
P03655	ENSG00003655	reviewed
P03656	ENSG00003656	reviewed
P03657	ENSG00003657	reviewed
P03658	ENSG00003658	reviewed
P03659	ENSG00003659	reviewed
P03660	ENSG00003660	reviewed
P03661	ENSG00003661	reviewed
P03662	ENSG00003662	reviewed
P03663	ENSG00003663	reviewed
P03664	ENSG00003664	reviewed
P03665	ENSG00003665	reviewed
P03666	ENSG00003666	reviewed
P03667	ENSG00003667	reviewed
P03668	ENSG00003668	reviewed
P03669	ENSG00003669	reviewed
P03670	ENSG00003670	reviewed
P03671	ENSG00003671	reviewed
P03672	ENSG00003672	reviewed
P03673	ENSG00003673	reviewed
P03674	ENSG00003674	reviewed
P03675	ENSG00003675	reviewed
P03676	ENSG00003676	reviewed
P03677	ENSG00003677	reviewed
P03678	ENSG00003678	reviewed
P03679	ENSG00003679	reviewed
P03680	ENSG00003680	reviewed
P03681	ENSG00003681	reviewed
P03682	ENSG00003682	reviewed
P03683	ENSG00003683	reviewed
P03684	ENSG00003684	reviewed
P03685	ENSG00003685	reviewed
P03686	ENSG00003686	reviewed
P03687	ENSG00003687	reviewed
P03688	ENSG00003688	reviewed
P03689	ENSG00003689	reviewed
P03690	ENSG00003690	reviewed
P03691	ENSG00003691	reviewed
P03692	ENSG00003692	reviewed
P03693	ENSG00003693	reviewed
P03694	ENSG00003694	reviewed
P03695	ENSG00003695	reviewed
P03696	ENSG00003696	reviewed
P03697	ENSG00003697	reviewed
P03698	ENSG00003698	reviewed
P03699	ENSG00003699	reviewed
P03700	ENSG00003700	reviewed
P03701	ENSG00003701	reviewed
P03702	ENSG00003702	reviewed
P03703	ENSG00003703	reviewed
P03704	ENSG00003704	reviewed
P03705	ENSG00003705	reviewed
P03706	ENSG00003706	reviewed
P03707	ENSG00003707	reviewed
P03708	ENSG00003708	reviewed
P03709	ENSG00003709	reviewed
P03710	ENSG00003710	reviewed
P03711	ENSG00003711	reviewed
P03712	ENSG00003712	reviewed
P03713	ENSG00003713	reviewed
P03714	ENSG00003714	reviewed
P03715	ENSG00003715	reviewed
P03716	ENSG00003716	reviewed
P03717	ENSG00003717	reviewed
P03718	ENSG00003718	reviewed
P03719	ENSG00003719	reviewed
P03720	ENSG00003720	reviewed
P03721	ENSG00003721	reviewed
P03722	ENSG00003722	reviewed
P03723	ENSG00003723	reviewed
P03724	ENSG00003724	reviewed
P03725	ENSG00003725	reviewed
P03726	ENSG00003726	reviewed
P03727	ENSG00003727	reviewed
P03728	ENSG00003728	reviewed
P03729	ENSG00003729	reviewed
P03730	ENSG00003730	reviewed
P03731	ENSG00003731	reviewed
P03732	ENSG00003732	reviewed
P03733	ENSG00003733	reviewed
P03734	ENSG00003734	reviewed
P03735	ENSG00003735	reviewed
P03736	ENSG00003736	reviewed
P03737	ENSG00003737	reviewed
P03738	ENSG00003738	reviewed
P03739	ENSG00003739	reviewed
P03740	ENSG00003740	reviewed
P03741	ENSG00003741	reviewed
P03742	ENSG00003742	reviewed
P03743	ENSG00003743	reviewed
P03744	ENSG00003744	reviewed
P03745	ENSG00003745	reviewed
P03746	ENSG00003746	reviewed
P03747	ENSG00003747	reviewed
P03748	ENSG00003748	reviewed
P03749	ENSG00003749	reviewed
P03750	ENSG00003750	reviewed
P03751	ENSG00003751	reviewed
P03752	ENSG00003752	reviewed
P03753	ENSG00003753	reviewed
P03754	ENSG00003754	reviewed
P03755	ENSG00003755	reviewed
P03756	ENSG00003756	reviewed
P03757	ENSG00003757	reviewed
P03758	ENSG00003758	reviewed
P03759	ENSG00003759	reviewed
P03760	ENSG00003760	reviewed
P03761	ENSG00003761	reviewed
P03762	ENSG00003762	reviewed
P03763	ENSG00003763	reviewed
P03764	ENSG00003764	reviewed
P03765	ENSG00003765	reviewed
P03766	ENSG00003766	reviewed
P03767	ENSG00003767	reviewed
P03768	ENSG00003768	reviewed
P03769	ENSG00003769	reviewed
P03770	ENSG00003770	reviewed
P03771	ENSG00003771	reviewed
P03772	ENSG00003772	reviewed
P03773	ENSG00003773	reviewed
P03774	ENSG00003774	reviewed
P03775	ENSG00003775	reviewed
P03776	ENSG00003776	reviewed
P03777	ENSG00003777	reviewed
P03778	ENSG00003778	reviewed
P03779	ENSG00003779	reviewed
P03780	ENSG00003780	reviewed
P03781	ENSG00003781	reviewed
P03782	ENSG00003782	reviewed
P03783	ENSG00003783	reviewed
P03784	ENSG00003784	reviewed
P03785	ENSG00003785	reviewed
P03786	ENSG00003786	reviewed
P03787	ENSG00003787	reviewed
P03788	ENSG00003788	reviewed
P03789	ENSG00003789	reviewed
P03790	ENSG00003790	reviewed
P03791	ENSG00003791	reviewed
P03792	ENSG00003792	reviewed
P03793	ENSG00003793	reviewed
P03794	ENSG00003794	reviewed
P03795	ENSG00003795	reviewed
P03796	ENSG00003796	reviewed
P03797	ENSG00003797	reviewed
P03798	ENSG00003798	reviewed
P03799	ENSG00003799	reviewed
P03800	ENSG00003800	reviewed
P03801	ENSG00003801	reviewed
P03802	ENSG00003802	reviewed
P03803	ENSG00003803	reviewed
P03804	ENSG00003804	reviewed
P03805	ENSG00003805	reviewed
P03806	ENSG00003806	reviewed
P03807	ENSG00003807	reviewed
P03808	ENSG00003808	reviewed
P03809	ENSG00003809	reviewed
P03810	ENSG00003810	reviewed
P03811	ENSG00003811	reviewed
P03812	ENSG00003812	reviewed
P03813	ENSG00003813	reviewed
P03814	ENSG00003814	reviewed
P03815	ENSG00003815	reviewed
P03816	ENSG00003816	reviewed
P03817	ENSG00003817	reviewed
P03818	ENSG00003818	reviewed
P03819	ENSG00003819	reviewed
P03820	ENSG00003820	reviewed
P03821	ENSG00003821	reviewed
P03822	ENSG00003822	reviewed
P03823	ENSG00003823	reviewed
P03824	ENSG00003824	reviewed
P03825	ENSG00003825	reviewed
P03826	ENSG00003826	reviewed
P03827	ENSG00003827	reviewed
P03828	ENSG00003828	reviewed
P03829	ENSG00003829	reviewed
P03830	ENSG00003830	reviewed
P03831	ENSG00003831	reviewed
P03832	ENSG00003832	reviewed
P03833	ENSG00003833	reviewed
P03834	ENSG00003834	reviewed
P03835	ENSG00003835	reviewed
P03836	ENSG00003836	reviewed
P03837	ENSG00003837	reviewed
P03838	ENSG00003838	reviewed
P03839	ENSG00003839	reviewed
P03840	ENSG00003840	reviewed
P03841	ENSG00003841	reviewed
P03842	ENSG00003842	reviewed
P03843	ENSG00003843	reviewed
P03844	ENSG00003844	reviewed
P03845	ENSG00003845	reviewed
P03846	ENSG00003846	reviewed
P03847	ENSG00003847	reviewed
P03848	ENSG00003848	reviewed
P03849	ENSG00003849	reviewed
P03850	ENSG00003850	reviewed
P03851	ENSG00003851	reviewed
P03852	ENSG00003852	reviewed
P03853	ENSG00003853	reviewed
P03854	ENSG00003854	reviewed
P03855	ENSG00003855	reviewed
P03856	ENSG00003856	reviewed
P03857	ENSG00003857	reviewed
P03858	ENSG00003858	reviewed
P03859	ENSG00003859	reviewed
P03860	ENSG00003860	reviewed
P03861	ENSG00003861	reviewed
P03862	ENSG00003862	reviewed
P03863	ENSG00003863	reviewed
P03864	ENSG00003864	reviewed
P03865	ENSG00003865	reviewed
P03866	ENSG00003866	reviewed
P03867	ENSG00003867	reviewed
P03868	ENSG00003868	reviewed
P03869	ENSG00003869	reviewed
P03870	ENSG00003870	reviewed
P03871	ENSG00003871	reviewed
P03872	ENSG00003872	reviewed
P03873	ENSG00003873	reviewed
P03874	ENSG00003874	reviewed
P03875	ENSG00003875	reviewed
P03876	ENSG00003876	reviewed
P03877	ENSG00003877	reviewed
P03878	ENSG00003878	reviewed
P03879	ENSG00003879	reviewed
P03880	ENSG00003880	reviewed
P03881	ENSG00003881	reviewed
P03882	ENSG00003882	reviewed
P03883	ENSG00003883	reviewed
P03884	ENSG00003884	reviewed
P03885	ENSG00003885	reviewed
P03886	ENSG00003886	reviewed
P03887	ENSG00003887	reviewed
P03888	ENSG00003888	reviewed
P03889	ENSG00003889	reviewed
P03890	ENSG00003890	reviewed
P03891	ENSG00003891	reviewed
P03892	ENSG00003892	reviewed
P03893	ENSG00003893	reviewed
P03894	ENSG00003894	reviewed
P03895	ENSG00003895	reviewed
P03896	ENSG00003896	reviewed
P03897	ENSG00003897	reviewed
P03898	ENSG00003898	reviewed
P03899	ENSG00003899	reviewed
P03900	ENSG00003900	reviewed
P03901	ENSG00003901	reviewed
P03902	ENSG00003902	reviewed
P03903	ENSG00003903	reviewed
P03904	ENSG00003904	reviewed
P03905	ENSG00003905	reviewed
P03906	ENSG00003906	reviewed
P03907	ENSG00003907	reviewed
P03908	ENSG00003908	reviewed
P03909	ENSG00003909	reviewed
P03910	ENSG00003910	reviewed
P03911	ENSG00003911	reviewed
P03912	ENSG00003912	reviewed
P03913	ENSG00003913	reviewed
P03914	ENSG00003914	reviewed
P03915	ENSG00003915	reviewed
P03916	ENSG00003916	reviewed
P03917	ENSG00003917	reviewed
P03918	ENSG00003918	reviewed
P03919	ENSG00003919	reviewed
P03920	ENSG00003920	reviewed
P03921	ENSG00003921	reviewed
P03922	ENSG00003922	reviewed
P03923	ENSG00003923	reviewed
P03924	ENSG00003924	reviewed
P03925	ENSG00003925	reviewed
P03926	ENSG00003926	reviewed
P03927	ENSG00003927	reviewed
P03928	ENSG00003928	reviewed
P03929	ENSG00003929	reviewed
P03930	ENSG00003930	reviewed
P03931	ENSG00003931	reviewed
P03932	ENSG00003932	reviewed
P03933	ENSG00003933	reviewed
P03934	ENSG00003934	reviewed
P03935	ENSG00003935	reviewed
P03936	ENSG00003936	reviewed
P03937	ENSG00003937	reviewed
P03938	ENSG00003938	reviewed
P03939	ENSG00003939	reviewed
P03940	ENSG00003940	reviewed
P03941	ENSG00003941	reviewed
P03942	ENSG00003942	reviewed
P03943	ENSG00003943	reviewed
P03944	ENSG00003944	reviewed
P03945	ENSG00003945	reviewed
P03946	ENSG00003946	reviewed
P03947	ENSG00003947	reviewed
P03948	ENSG00003948	reviewed
P03949	ENSG00003949	reviewed
P03950	ENSG00003950	reviewed
P03951	ENSG00003951	reviewed
P03952	ENSG00003952	reviewed
P03953	ENSG00003953	reviewed
P03954	ENSG00003954	reviewed
P03955	ENSG00003955	reviewed
P03956	ENSG00003956	reviewed
P03957	ENSG00003957	reviewed
P03958	ENSG00003958	reviewed
P03959	ENSG00003959	reviewed
P03960	ENSG00003960	reviewed
P03961	ENSG00003961	reviewed
P03962	ENSG00003962	reviewed
P03963	ENSG00003963	reviewed
P03964	ENSG00003964	reviewed
P03965	ENSG00003965	reviewed
P03966	ENSG00003966	reviewed
P03967	ENSG00003967	reviewed
P03968	ENSG00003968	reviewed
P03969	ENSG00003969	reviewed
P03970	ENSG00003970	reviewed
P03971	ENSG00003971	reviewed
P03972	ENSG00003972	reviewed
P03973	ENSG00003973	reviewed
P03974	ENSG00003974	reviewed
P03975	ENSG00003975	reviewed
P03976	ENSG00003976	reviewed
P03977	ENSG00003977	reviewed
P03978	ENSG00003978	reviewed
P03979	ENSG00003979	reviewed
P03980	ENSG00003980	reviewed
P03981	ENSG00003981	reviewed
P03982	ENSG00003982	reviewed
P03983	ENSG00003983	reviewed
P03984	ENSG00003984	reviewed
P03985	ENSG00003985	reviewed
P03986	ENSG00003986	reviewed
P03987	ENSG00003987	reviewed
P03988	ENSG00003988	reviewed
P03989	ENSG00003989	reviewed
P03990	ENSG00003990	reviewed
P03991	ENSG00003991	reviewed
P03992	ENSG00003992	reviewed
P03993	ENSG00003993	reviewed
P03994	ENSG00003994	reviewed
P03995	ENSG00003995	reviewed
P03996	ENSG00003996	reviewed
P03997	ENSG00003997	reviewed
P03998	ENSG00003998	reviewed
P03999	ENSG00003999	reviewed
P04000	ENSG00004000	reviewed
Q9ORPH1	NA	unmapped
Q9ORPH2	NA	unmapped
Q9ORPH3	NA	unmapped
Q9ORPH4	NA	unmapped
Q9ORPH5	NA	unmapped
Q9ORPH6	NA	unmapped
Q9ORPH7	NA	unmapped
Q9ORPH8	NA	unmapped
Q9ORPH9	NA	unmapped
Q9ORPH10	NA	unmapped
Q9ORPH11	NA	unmapped
Q9ORPH12	NA	unmapped
Q9ORPH13	NA	unmapped
Q9ORPH14	NA	unmapped
Q9ORPH15	NA	unmapped
Q9ORPH16	NA	unmapped
Q9ORPH17	NA	unmapped
Q9ORPH18	NA	unmapped
