gene_id	archetype	rna_responds	prot_responds	regulated	amplitude_a	t_half_M0_h	t_half_M1_h	identifiable	lrt	lrt_p	lrt_fdr	gof_M0_p	rna_any_fdr	prot_any_fdr	lfc_rna_t0	lfc_rna_t6	lfc_rna_t24	lfc_rna_t48	lfc_prot_t0	lfc_prot_t6	lfc_prot_t24	lfc_prot_t48	pred_prot_t0	pred_prot_t6	pred_prot_t24	pred_prot_t48
ENSG00000240	unchanged	FALSE	FALSE	FALSE	6.404	2.5	6.06	TRUE	4.415	0.0356312459339634	0.135456197926382	0.000299752917299502	0.486737794245819	0.500036339578639	0	0.226	-0.228	-0.075	0	-0.599	-0.933	-1.035	0	0.118	-0.136	-0.098
ENSG00000242	concordant	TRUE	TRUE	FALSE	0.698	20.24	2.94	TRUE	0.318	0.573016707381927	0.780774121179533	0.457897490325247	1.2012951680243e-28	0.006950362830461	0	1.328	1.87	1.679	0	0.622	0.913	1.448	0	0.168	1.026	1.484
ENSG00000246	protein_only	FALSE	TRUE	FALSE	2.675	0.5	1.81	TRUE	2.917	0.0876371108324666	0.250233953946566	0.00719361308151687	0.450249394774896	0.0286230877169493	0	0.226	-0.258	0.191	0	0.107	-0.93	0.079	0	0.199	-0.238	0.178
ENSG00000247	kinetics_limited	TRUE	FALSE	FALSE	0.262	192.61	0.95	FALSE	4.793	0.028582948291318	0.114865341533377	0.0819822530982204	1.63235157188304e-37	0.59163169983776	0	2.18	1.659	0.789	0	0.453	0.5	0.124	0	0.041	0.266	0.377
ENSG00000248	concordant	TRUE	TRUE	FALSE	1.12	7.71	9.05	TRUE	0.615	0.432875072126928	0.686127722718394	0.489709208342088	3.97662573942732e-83	7.56330253793688e-10	0	-3.091	-3.182	-2.104	0	-0.657	-2.018	-2.617	0	-0.435	-2.076	-2.391
ENSG00000251	kinetics_limited	TRUE	FALSE	FALSE	-4.166	288	288	FALSE	3.244	0.0716879981582629	0.22092804340389	0.117360985046158	6.67524076694854e-28	0.774737809790791	0	-1.88	-1.229	-0.392	0	-0.127	0.019	0.475	0	-0.009	-0.05	-0.082
ENSG00000254	unchanged	FALSE	FALSE	FALSE	0.177	265.74	0.5	FALSE	0.313	0.576034913724182	0.781836160192971	0.0072006405345814	0.128374811285093	0.100049683455698	0	-0.549	-0.589	-1.247	0	-0.918	0.941	-0.39	0	-0.004	-0.025	-0.066
ENSG00000256	unchanged	FALSE	FALSE	FALSE	1.644	0.5	0.5	TRUE	2.954	0.0856792220240684	0.247656720929738	0.0719548914976439	0.291609513281598	0.174199768947983	0	-0.488	-0.3	-0.311	0	-0.866	-0.582	-0.211	0	-0.428	-0.307	-0.31
ENSG00000257	unchanged	FALSE	FALSE	FALSE	-3.796	288	288	FALSE	0.514	0.47335293106625	0.717379931904734	0.312946196637403	0.395142732060359	0.780272525366213	0	-0.391	-0.371	-0.263	0	-0.135	-0.19	0.266	0	-0.003	-0.017	-0.032
ENSG00000259	concordant	TRUE	TRUE	FALSE	1.128	11.53	13.54	TRUE	0.071	0.789602322992761	0.897961427985793	0.0804999919514913	1.20858546658237e-34	0.000914071686597211	0	-1.864	-1.066	0.145	0	0.388	-1.076	-0.393	0	-0.216	-0.873	-0.402
ENSG00000261	unchanged	FALSE	FALSE	FALSE	-1.486	288	0.5	FALSE	1.137	0.286297972452417	0.547700033497089	0.421209222694422	0.939382996399355	0.91318009630549	0	0.144	0.165	0.001	0	-0.342	-0.129	0.105	0	0.001	0.008	0.012
ENSG00000262	kinetics_limited	TRUE	TRUE	FALSE	0.397	86.15	11.53	FALSE	0.412	0.520851236112623	0.749306794659185	0.735436006555494	1.48644416280819e-63	0.00203125886342258	0	1.434	2.07	2.228	0	0.211	0.517	0.837	0	0.048	0.438	0.924
ENSG00000268	protein_only	FALSE	TRUE	FALSE	5.265	0.5	0.5	TRUE	27.496	1.57460026086732e-07	2.17699320470371e-06	4.77509617357141e-18	0.717104153555157	3.09953715176142e-08	0	-0.179	-0.2	0.168	0	-2.285	-0.555	-0.012	0	-0.157	-0.199	0.157
ENSG00000270	unchanged	FALSE	FALSE	FALSE	2.094	0.5	0.5	TRUE	0.778	0.377691046780546	0.63844001082372	0.00360188661736308	0.815567100037961	0.375155496298149	0	0.06	-0.038	-0.185	0	-0.121	-0.802	-0.307	0	0.053	-0.035	-0.181
ENSG00000283	concordant	TRUE	TRUE	FALSE	1.718	5.16	14.67	TRUE	4.19	0.0406584744252874	0.148719225628418	0.0484065512740436	3.27238757525275e-34	9.62051918846971e-06	0	0.81	1.207	1.248	0	-0.212	1.416	1.789	0	0.283	1.029	1.229
ENSG00000284	unchanged	FALSE	FALSE	FALSE	-51.69	0.75	288	TRUE	0.269	0.604309922473852	0.793288373839804	0.626741238028801	0.930814274799895	0.914298667017273	0	-0.127	-0.014	0.145	0	-0.01	0.227	0.202	0	-0.104	-0.021	0.138
ENSG00000286	unchanged	FALSE	FALSE	FALSE	-34.812	288	109.67	FALSE	4.714	0.0299257566980696	0.117749648417731	0.091396577513651	0.739587310739822	0.652218812293143	0	0.033	-0.256	0.17	0	-0.099	0.381	0.485	0	0	-0.004	-0.006
ENSG00000288	unchanged	FALSE	FALSE	FALSE	3.56	0.5	0.5	TRUE	4.463	0.0346390704477521	0.132827173447233	0.00456101847702865	0.532241146440265	0.116897601325449	0	-0.428	0.055	0.057	0	-1.461	0.539	-0.879	0	-0.376	0.036	0.057
ENSG00000290	unchanged	FALSE	FALSE	FALSE	6.155	0.5	2.71	TRUE	4.721	0.0298006190709799	0.117616475664028	0.0337039004372105	0.385381156128272	0.333001651167608	0	-0.141	0.074	0.076	0	-0.203	0.411	0.572	0	-0.124	0.065	0.076
ENSG00000291	kinetics_limited	TRUE	FALSE	FALSE	0.452	288	0.5	FALSE	3.712	0.0540233525942646	0.180293098595132	0.08774573073314	7.46683164131863e-16	0.443704724134966	0	0.988	0.815	0.013	0	0.379	0.402	-0.285	0	0.009	0.06	0.084
ENSG00000292	concordant	TRUE	TRUE	FALSE	12.977	17.24	288	TRUE	0.493	0.482802323608202	0.723303341925373	0.0858287993248129	5.11801898243302e-37	0.00650194487115504	0	-1.661	-1.916	-2.09	0	-0.573	-0.485	-1.532	0	-0.136	-0.764	-1.406
ENSG00000299	unchanged	FALSE	FALSE	FALSE	1.036	4.39	5.16	TRUE	0.002	0.96809789801014	0.985759143446811	0.991562173635809	0.382196443369706	0.921073353984277	0	-0.119	-0.377	-0.459	0	-0.072	-0.267	-0.45	0	-0.041	-0.284	-0.436
ENSG00000302	unchanged	FALSE	FALSE	FALSE	1.118	0.5	0.5	TRUE	0.013	0.910421274475787	0.956767685240593	0.00792682686242312	0.962111673973568	0.116897601325449	0	0.167	0.185	0.153	0	0.738	0.337	-0.534	0	0.147	0.184	0.153
ENSG00000303	kinetics_limited	TRUE	TRUE	FALSE	0.385	62.44	0.5	FALSE	0.531	0.466275334598996	0.715434786467102	0.107776573096269	1.30777330341963e-55	0.0182458734750742	0	1.333	1.651	1.664	0	0.601	0.179	0.983	0	0.059	0.449	0.835
ENSG00000306	unchanged	FALSE	FALSE	FALSE	-1.187	288	0.5	FALSE	11.523	0.000687420795749762	0.00551033584678133	0.000111525507244441	0.47382976724129	0.329880213263965	0	-0.33	-0.521	-0.422	0	0.722	0.13	0.825	0	-0.002	-0.018	-0.04
ENSG00000308	kinetics_limited	TRUE	FALSE	FALSE	1.533	192.61	288	FALSE	0	0.982331124038543	0.991325561953929	0.987888561636837	4.80572277126231e-06	0.995750194181676	0	-1.255	-1.404	-1.181	0	0.036	-0.051	-0.152	0	-0.01	-0.066	-0.135
ENSG00000314	concordant	TRUE	TRUE	FALSE	0.675	9.05	5.59	TRUE	1.506	0.219805105984543	0.467861998190263	0.0192244563753312	8.38611548964831e-19	0.0345411225605421	0	-0.858	-1.153	-0.46	0	0.446	-0.918	-0.244	0	-0.147	-0.756	-0.704
ENSG00000318	kinetic_lag	TRUE	TRUE	FALSE	0.361	30.27	6.06	TRUE	0.684	0.40819950396577	0.670836044140038	0.117036612263656	1.31291403676362e-62	0.000139034549049051	0	-1.532	-2.564	-2.85	0	0.375	-0.819	-0.91	0	-0.074	-0.493	-1.076
ENSG00000320	anticorrelated	TRUE	FALSE	TRUE	-0.535	288	8.35	FALSE	10.365	0.00128458240383172	0.00926215620940609	0.00233968271002542	1.10647820343993e-36	0.381370449565981	0	1.171	1.497	1.614	0	0.207	-0.97	-0.631	0	0.011	0.101	0.235
ENSG00000322	kinetic_lag	TRUE	TRUE	FALSE	0.755	27.93	9.81	TRUE	2.063	0.150945477678318	0.36689489493746	0.236088348552899	2.55790450645034e-73	3.45756883600268e-10	0	3.181	2.153	1.726	0	0.874	1.565	1.621	0	0.466	1.66	1.784
ENSG00000323	unchanged	FALSE	FALSE	FALSE	3.589	73.35	288	FALSE	0.01	0.919916508637288	0.96338719841306	0.774489817357029	0.510467288452875	0.922649915323974	0	-0.278	-0.382	-0.405	0	0.154	0.013	-0.156	0	-0.007	-0.053	-0.116
ENSG00000326	unchanged	FALSE	FALSE	FALSE	113.692	13.54	288	TRUE	10.101	0.00148181335636737	0.0104350127478767	0.00317127426015102	0.378331088768923	0.2475562594344	0	-0.311	-0.113	0.153	0	0.291	-1.255	-0.988	0	-0.041	-0.132	-0.002
ENSG00000330	unchanged	FALSE	FALSE	FALSE	-0.743	288	0.5	FALSE	4.615	0.0316985754494373	0.122801422113887	0.0424617918666552	0.200294922231583	0.856881486245862	0	0.365	0.516	0.459	0	-0.545	-0.169	-0.361	0	0.003	0.024	0.055
ENSG00000332	unchanged	FALSE	FALSE	FALSE	6.503	0.59	6.06	TRUE	1.008	0.31537170887417	0.575381556021034	0.154719027540958	0.488967179777401	0.71686640223608	0	0.17	-0.112	0.012	0	0.132	-0.277	-0.462	0	0.146	-0.099	0.007
ENSG00000333	unchanged	FALSE	FALSE	FALSE	1.007	0.5	0.5	TRUE	0	0.992667067537353	0.993986226431091	0.410025754199784	0.799350313193812	0.71553338039724	0	-0.169	-0.066	-0.351	0	-0.178	0.329	-0.414	0	-0.148	-0.07	-0.343
ENSG00000337	unchanged	FALSE	FALSE	FALSE	-2.829	288	0.5	FALSE	10.361	0.00128713525573764	0.00926215620940609	0.00225787411022581	0.630792989571671	0.687753400393842	0	-0.17	-0.24	-0.033	0	0.595	0.521	0.364	0	-0.001	-0.009	-0.016
ENSG00000338	unchanged	FALSE	FALSE	FALSE	32.682	0.81	288	TRUE	0.92	0.337352702933734	0.600934424729477	0.610190300295528	0.323336731692759	0.727031393085347	0	0.07	0.113	0.225	0	-0.055	0.136	0.473	0	0.056	0.11	0.22
ENSG00000343	unchanged	FALSE	FALSE	FALSE	-11.089	288	288	FALSE	5.53	0.0186962227297949	0.0820057254056342	0.0197572578994059	0.0571368792974786	0.64920360418729	0	-0.625	-1.022	-0.025	0	0.4	0.051	0.726	0	-0.004	-0.031	-0.053
ENSG00000347	kinetics_limited	TRUE	FALSE	FALSE	0.926	288	288	FALSE	0.006	0.937166349264297	0.969278760498685	0.565773126218333	2.4550472909225e-29	0.661249823716561	0	1.582	1.788	1.608	0	0.044	-0.158	0.414	0	0.017	0.145	0.293
ENSG00000349	unchanged	FALSE	FALSE	FALSE	0.771	45.26	35.55	TRUE	0	0.998323954337283	0.998323954337283	0.983429323546112	0.874960529766059	0.883173612030103	0	0.047	-0.139	0.349	0	0.023	0.07	0.056	0	0.002	-0.01	0.034
ENSG00000352	unchanged	FALSE	FALSE	FALSE	-0.829	288	0.5	FALSE	1.605	0.205151291723699	0.450083445087105	0.145854210945626	0.0856268855395424	0.657537518762104	0	0.049	0.182	-0.388	0	-0.441	-0.159	0.255	0	0	0.005	0
ENSG00000358	unchanged	FALSE	FALSE	FALSE	0.39	93.37	0.5	FALSE	0.791	0.373671829363659	0.634862961500602	0.462927076286611	0.601947501476869	0.96980326934978	0	-0.345	-0.514	-0.4	0	-0.324	-0.182	-0.022	0	-0.007	-0.054	-0.112
ENSG00000359	concordant	TRUE	TRUE	FALSE	1.034	2.71	2.94	TRUE	0.063	0.801720522015885	0.901916149071726	0.968157972465054	5.84140989878313e-50	0.000103814343439758	0	1.387	1.905	1.872	0	0.753	1.854	1.932	0	0.758	1.794	1.877
ENSG00000361	unchanged	FALSE	FALSE	FALSE	0.2	288	7.71	FALSE	0.087	0.768515954530278	0.886556761689963	0.0225766257910076	0.725812749751965	0.219183802772861	0	-0.245	-0.204	-0.447	0	0.228	-0.65	0.224	0	-0.002	-0.01	-0.026
ENSG00000363	concordant	TRUE	TRUE	FALSE	1.543	20.24	49.05	TRUE	1.282	0.257617548705708	0.513531277644844	0.349895271139313	1.63545943974767e-47	1.79960191911371e-08	0	1.869	2.292	2.287	0	-0.034	1.382	2.179	0	0.267	1.396	1.962
ENSG00000364	anticorrelated	TRUE	FALSE	TRUE	-0.643	288	0.5	FALSE	40.032	2.49833435431538e-10	4.4293998493568e-09	1.07334699389512e-10	3.8899796972976e-44	0.0641632440811683	0	2.148	1.635	1.393	0	-1.269	-0.501	-1.514	0	0.027	0.181	0.299
ENSG00000365	kinetics_limited	TRUE	FALSE	FALSE	0.609	79.49	35.55	FALSE	0.049	0.825587001564926	0.918159450126116	0.721944349164696	1.09345445828217e-27	0.651320488890135	0	2.116	0.578	0.079	0	-0.061	0.507	0.257	0	0.092	0.371	0.362
ENSG00000366	concordant	TRUE	FALSE	FALSE	1.031	14.67	15.9	TRUE	0.006	0.936242741315541	0.969278760498685	0.854746839254614	2.15552219107108e-26	0.0537067292540061	0	-1.494	-1.125	-1.405	0	0.019	-0.722	-1.046	0	-0.147	-0.685	-1.066
ENSG00000367	unchanged	FALSE	FALSE	FALSE	-25.132	288	20.24	FALSE	15.377	8.80668040640434e-05	0.000819238726694527	3.29575637936529e-09	0.783706916126295	0.0648174933400924	0	0.063	-0.158	0.313	0	-1.007	-1.053	-1.976	0	0	-0.002	0.004
ENSG00000368	unchanged	FALSE	FALSE	FALSE	-2.564	288	0.5	FALSE	0.702	0.402006578734087	0.664592862290005	0.0382395197377631	0.990327545234228	0.53384589735326	0	-0.01	-0.018	-0.077	0	0.467	0.392	0.056	0	0	-0.001	-0.003
ENSG00000370	anticorrelated	TRUE	FALSE	TRUE	-0.066	288	0.5	FALSE	6.845	0.00888829039578589	0.0466712669911127	0.0150350464239327	1.49681937319002e-69	0.881518213434082	0	2.197	2.483	2.444	0	-0.189	-0.37	0.097	0	0.028	0.253	0.52
ENSG00000371	kinetic_lag	TRUE	TRUE	FALSE	7.25	38.53	288	TRUE	0.211	0.646288086293977	0.824687676583424	0.0771785155654874	4.05844774220566e-32	0.0299161824704627	0	-1.55	-1.557	-1.817	0	0.055	0.605	-1.215	0	-0.059	-0.343	-0.689
ENSG00000381	protein_only	FALSE	TRUE	FALSE	-178.363	288	38.53	FALSE	11.42	0.000726530647972904	0.00576253519207982	6.01800429850955e-06	0.99219687011998	0.00715574591070671	0	-0.036	0.088	-0.087	0	-1.048	-1.583	-0.54	0	0	0.001	0.001
ENSG00000384	unchanged	FALSE	FALSE	FALSE	2.711	1.81	3.74	TRUE	0.417	0.518517873042236	0.747757353755645	0.128661656648946	0.67259272931262	0.853882981397668	0	-0.181	0.206	-0.006	0	0.281	0.59	0.144	0	-0.109	0.151	0.018
ENSG00000386	unchanged	FALSE	FALSE	FALSE	-3.563	288	49.05	FALSE	0.243	0.622329227664149	0.805713183926007	0.831226800884487	0.37526345014566	0.750672756962129	0	0.333	-0.157	-0.079	0	-0.139	-0.078	0.006	0	0.003	0.007	0
ENSG00000388	protein_only	FALSE	TRUE	FALSE	-27.686	288	288	FALSE	20.399	6.28653823807256e-06	7.07000979460847e-05	7.62232880977085e-06	0.0850020814185179	0.000581817981491157	0	-0.314	-0.667	-0.169	0	-0.103	0.132	1.296	0	-0.002	-0.02	-0.039
ENSG00000390	unchanged	FALSE	FALSE	FALSE	1.305	5.59	6.56	TRUE	0.253	0.615173076934105	0.80324075828298	0.700242579031674	0.572215077190271	0.722247344949538	0	-0.359	-0.395	-0.144	0	0.025	-0.504	-0.255	0	-0.101	-0.35	-0.221
ENSG00000391	anticorrelated	TRUE	FALSE	TRUE	-0.459	288	0.5	FALSE	24.24	8.50365125570981e-07	1.08601715613175e-05	2.49795465663225e-06	1.41008368180455e-59	0.222315364403922	0	1.919	3.065	2.46	0	-1.155	-1.56	-0.668	0	0.022	0.285	0.616
ENSG00000393	unchanged	FALSE	FALSE	FALSE	0.946	2.71	2.5	TRUE	0.005	0.942227396373447	0.97054797321373	0.993272672124369	0.583338982736429	0.96980326934978	0	0.175	0.416	0.207	0	0.067	0.363	0.21	0	0.087	0.364	0.242
ENSG00000397	kinetics_limited	TRUE	FALSE	FALSE	-0.143	288	0.5	FALSE	3.832	0.0502762337426734	0.174576691820758	0.0193269696447693	6.36545364336492e-55	0.728139878601369	0	0.863	1.69	2.451	0	-0.794	-0.088	-0.234	0	0.008	0.094	0.318
ENSG00000401	kinetics_limited	TRUE	FALSE	FALSE	-0.101	288	0.5	FALSE	5.631	0.0176440901593635	0.0793655545006134	0.0384090482607071	4.02987352232688e-22	0.617625450655171	0	-2.747	-3.245	-2.743	0	0.4	0.355	0.109	0	-0.011	-0.066	-0.138
ENSG00000410	unchanged	FALSE	FALSE	FALSE	10.23	18.68	288	TRUE	0.005	0.941047414537419	0.970012622235219	0.674452068947257	0.995303410423671	0.150303428115021	0	-0.021	-0.1	-0.017	0	-0.238	0	-0.065	0	-0.002	-0.032	-0.044
ENSG00000411	kinetic_lag	TRUE	FALSE	FALSE	0.31	41.76	2.5	TRUE	3.087	0.0789032885021904	0.23634399763831	0.14380229810962	1.64088530367593e-51	0.0860867808378354	0	-1.208	-2.302	-1.911	0	-0.044	-0.785	-0.493	0	-0.045	-0.33	-0.71
ENSG00000415	unchanged	FALSE	FALSE	FALSE	-0.191	288	4.05	FALSE	0.156	0.692531588096061	0.85381898619221	0.587437261275453	0.485556522970567	0.883274414361155	0	-0.45	-0.601	-0.487	0	-0.218	0.364	-0.099	0	-0.003	-0.022	-0.046
ENSG00000417	kinetics_limited	TRUE	FALSE	FALSE	-0.046	288	0.5	FALSE	1.08	0.298591245847679	0.559530478739752	0.409542033750106	1.23346907450322e-41	0.922649915323974	0	-1.168	-2.518	-2.285	0	0.231	0.109	0.025	0	-0.007	-0.051	-0.117
ENSG00000419	unchanged	FALSE	FALSE	FALSE	59.917	10.64	288	TRUE	1.638	0.200567402503641	0.44514738670543	0.000490154689492819	0.732639758294156	0.26317373461143	0	0.116	-0.02	-0.316	0	0.761	0.73	-0.007	0	0.02	0.031	-0.151
ENSG00000420	protein_only	FALSE	TRUE	FALSE	-8.799	288	2.94	FALSE	69.047	9.61247674770466e-17	2.73320801109263e-15	8.83099991529417e-16	0.827509637878261	0.000826736961870013	0	0.251	0.092	0.273	0	-1.133	-1.233	-2.026	0	0.002	0.01	0.02
ENSG00000424	protein_only	FALSE	TRUE	FALSE	87.546	0.5	288	TRUE	7.758	0.00534760502994736	0.0302963939102657	1.11706110993494e-09	0.830027018460442	0.00721777851777426	0	0.157	-0.133	0.488	0	1.328	1.464	0.86	0	0.138	-0.121	0.469
ENSG00000425	kinetics_limited	TRUE	FALSE	FALSE	-0.982	288	2.71	FALSE	2.059	0.151304464712005	0.367175246893707	0.260377167377417	0.0353317368996855	0.962447818310965	0	-0.613	-0.119	-0.08	0	0.265	0.151	0.29	0	-0.004	-0.017	-0.022
ENSG00000430	concordant	TRUE	TRUE	FALSE	1.1	7.71	9.05	TRUE	0.348	0.555505036106623	0.775214486179874	0.362730586314671	2.4102875940056e-19	6.37327291045559e-09	0	1.397	1.574	1.417	0	0.125	1.626	1.468	0	0.397	1.347	1.456
ENSG00000432	kinetics_limited	TRUE	TRUE	FALSE	2.313	101.19	288	FALSE	0.141	0.707557201753958	0.864498791161478	0.126022759002271	1.54925621522196e-60	0.0191852092098234	0	1.068	2.098	2.105	0	-0.525	0.268	0.835	0	0.028	0.332	0.781
ENSG00000433	unchanged	FALSE	FALSE	FALSE	-0.768	288	0.5	FALSE	4.071	0.0436127097210257	0.157375300672751	0.0271346744109143	0.575962707939546	0.575719224389303	0	-0.321	-0.273	-0.559	0	0.508	-0.169	0.463	0	-0.002	-0.013	-0.033
ENSG00000436	unchanged	FALSE	FALSE	FALSE	-1.502	288	3.45	FALSE	1.378	0.240524374516453	0.49471056428956	0.356690918241032	0.687046986239388	0.604949110932983	0	0.083	-0.131	0.278	0	0.15	0.215	-0.292	0	0.001	0	0.004
ENSG00000437	protein_only	FALSE	TRUE	FALSE	-80.526	288	288	FALSE	39.93	2.63241417265267e-10	4.61284669556694e-09	4.32038977512726e-10	0.631547034516869	0.000124011185160715	0	0.107	0.12	0.416	0	-0.198	0.03	-1.903	0	0.001	0.006	0.022
ENSG00000440	unchanged	FALSE	FALSE	FALSE	1.981	0.5	0.5	TRUE	1.451	0.228405071545065	0.480735255332979	0.322247799772405	0.972146703000741	0.714055763050532	0	0.153	0.258	0.211	0	0.384	0.319	0.566	0	0.135	0.254	0.212
ENSG00000441	unchanged	FALSE	FALSE	FALSE	-17.085	288	288	FALSE	0.764	0.381929990203135	0.640944872200583	0.394107031268202	0.614007460160304	0.890780136495824	0	-0.114	-0.088	-0.233	0	-0.237	-0.074	0.299	0	-0.001	-0.005	-0.013
ENSG00000443	unchanged	FALSE	FALSE	FALSE	-16.727	288	288	FALSE	0.646	0.421524487568158	0.682698948381617	0.648767750589566	0.667508008889306	0.993840291206715	0	-0.103	0.273	0.053	0	-0.123	-0.05	-0.222	0	-0.001	0.003	0.013
ENSG00000444	unchanged	FALSE	FALSE	FALSE	0.606	0.5	0.5	TRUE	0.529	0.467145208947331	0.715434786467102	0.630010602977537	0.418322797731646	0.727031393085347	0	-0.221	-0.389	-0.326	0	-0.223	-0.295	-0.062	0	-0.194	-0.382	-0.328
ENSG00000446	unchanged	FALSE	FALSE	FALSE	9.675	0.5	10.64	TRUE	2.335	0.126454603009369	0.321903862728242	0.131756417941631	0.980859344217206	0.866911897693145	0	-0.033	-0.118	0.072	0	-0.46	-0.527	-0.125	0	-0.029	-0.114	0.066
ENSG00000447	anticorrelated	TRUE	TRUE	TRUE	-0.71	288	0.5	FALSE	136.936	1.24520250449689e-31	1.25101344951788e-29	4.40604544311275e-32	4.47710409341118e-78	1.94078859441338e-08	0	2.073	2.461	2.546	0	-1.902	-1.245	-1.849	0	0.025	0.238	0.518
ENSG00000448	kinetic_lag	TRUE	TRUE	FALSE	0.744	41.76	20.24	TRUE	0.5	0.479388433447575	0.722769203529949	0.767559437922623	6.1188015424762e-72	1.10179094291553e-10	0	2.483	2.736	1.44	0	0.337	1.338	1.468	0	0.216	1.291	1.607
ENSG00000453	protein_only	FALSE	TRUE	FALSE	-2.987	20.24	0.5	TRUE	8.781	0.00304366350709212	0.01895372274871	1.37270943059631e-12	0.938481720217915	6.71914802140612e-08	0	-0.227	-0.227	-0.022	0	2.094	-0.613	-0.164	0	-0.021	-0.112	-0.11
ENSG00000454	unchanged	FALSE	FALSE	FALSE	-1.698	118.86	3.18	FALSE	1.182	0.2770017746339	0.536557422073633	0.0111408322491533	0.740895304346271	0.536950123371096	0	-0.203	0.071	0.164	0	-0.346	-0.476	-0.528	0	-0.003	-0.009	0.008
ENSG00000455	unchanged	FALSE	FALSE	FALSE	33.158	25.77	288	TRUE	1.536	0.215253891691559	0.463976328096793	0.367907286301572	0.232034711367194	0.904759047919208	0	-0.299	-0.136	0.32	0	0.072	-0.333	-0.238	0	-0.021	-0.091	0.014
ENSG00000457	unchanged	FALSE	FALSE	FALSE	-0.872	288	7.11	FALSE	4.736	0.0295410432964029	0.117616475664028	0.0905653911804824	0.111079785111576	0.848824726902188	0	-0.422	-0.387	-0.465	0	0.038	0.337	0.355	0	-0.003	-0.018	-0.038
ENSG00000458	unchanged	FALSE	FALSE	FALSE	1.389	0.5	0.5	TRUE	0.348	0.55545939688451	0.775214486179874	0.125405554786615	0.49016539496067	0.777777329611084	0	-0.132	-0.364	-0.137	0	-0.625	-0.297	-0.308	0	-0.116	-0.355	-0.144
ENSG00000461	unchanged	FALSE	FALSE	FALSE	18.61	13.54	288	TRUE	1.24	0.265379759108167	0.5214175971004	0.21451314442658	0.823050217906677	0.730592918691421	0	0.221	0.245	0.086	0	0.295	0.018	0.497	0	0.032	0.158	0.152
ENSG00000462	kinetics_limited	TRUE	FALSE	FALSE	0.205	86.15	4.76	FALSE	1.354	0.244661122059333	0.499999336437484	0.32181892807982	8.65773690857693e-51	0.672587013159102	0	-2.476	-1.863	-1.323	0	0.038	-0.525	-0.186	0	-0.036	-0.194	-0.359
ENSG00000463	anticorrelated	TRUE	FALSE	TRUE	-2.564	288	23.78	FALSE	11.345	0.0007564239604836	0.00592922172368146	0.00106684674657028	0.0125097321405553	0.306546556237509	0	0.216	0.545	0.219	0	-0.454	-0.408	-0.734	0	0.002	0.02	0.043
ENSG00000464	unchanged	FALSE	FALSE	FALSE	20.619	7.11	30.27	TRUE	8.216	0.00415203152722438	0.0244926809677863	0.00950924158611812	0.347897921631309	0.0629297859008891	0	-0.114	0.286	-0.248	0	-0.4	0.584	0.406	0	-0.027	0.117	-0.051
ENSG00000465	unchanged	FALSE	FALSE	FALSE	0.373	118.86	5.59	FALSE	0.073	0.786835066611674	0.897623350025581	0.34687961186226	0.861333167561459	0.880997979567782	0	-0.13	-0.284	-0.012	0	0.382	-0.183	0.04	0	-0.002	-0.021	-0.037
ENSG00000468	unchanged	FALSE	FALSE	FALSE	-216.814	1.96	288	TRUE	2.051	0.152128524846973	0.368581490264291	6.6508551935042e-05	0.982714451704851	0.430796112894608	0	-0.041	-0.002	0.085	0	0.646	0.86	0.394	0	-0.024	-0.008	0.075
ENSG00000470	concordant	TRUE	TRUE	FALSE	1.103	3.45	3.74	TRUE	0.795	0.372590138042759	0.634455749186935	0.363314119242332	4.32896766270054e-59	3.14015581546473e-10	0	2.565	1.551	-0.186	0	1.573	1.886	0.509	0	1.362	1.811	0.224
ENSG00000471	unchanged	FALSE	FALSE	FALSE	-25.773	1.12	93.37	TRUE	0.514	0.473464411995608	0.717379931904734	0.590010732189953	0.852977336271958	0.973224251783937	0	0.117	-0.073	0.089	0	-0.011	-0.284	-0.046	0	0.087	-0.056	0.078
ENSG00000477	unchanged	FALSE	FALSE	FALSE	3.865	0.5	3.74	TRUE	2.042	0.153009112496145	0.370119955909616	0.0810747776219311	0.923084247739356	0.214006681808699	0	0.01	0.198	-0.035	0	-0.443	0.572	0.046	0	0.009	0.19	-0.028
ENSG00000478	unchanged	FALSE	FALSE	FALSE	0.545	20.24	0.5	TRUE	0.492	0.483010343303846	0.723303341925373	0.775277998210016	0.271948975063025	0.969695377104355	0	-0.112	-0.557	-0.37	0	-0.079	-0.28	-0.218	0	-0.011	-0.157	-0.314
ENSG00000479	anticorrelated	TRUE	FALSE	TRUE	-4.35	288	288	FALSE	8.362	0.00383155333171443	0.0229132971067208	0.00387599011657403	2.772645699464e-97	0.486741546516164	0	-2.73	-2.815	-2.997	0	0.419	0.018	0.685	0	-0.011	-0.065	-0.136
ENSG00000483	buffered	TRUE	FALSE	TRUE	0.519	45.26	0.5	TRUE	9.016	0.00267625089316488	0.0169458407394936	0.00190124298939237	4.67905920587226e-44	0.0588903727675094	0	1.353	1.568	1.289	0	0.602	1.157	0.275	0	0.082	0.555	0.881
ENSG00000485	concordant	TRUE	TRUE	FALSE	1.041	2.5	2.71	TRUE	0.192	0.661352610198763	0.837528053419778	0.458192913053399	1.6926114456706e-60	5.73719779472734e-11	0	-1.65	-2.56	-2.676	0	-0.592	-2.671	-2.58	0	-0.73	-2.353	-2.658
